Build_platform_temperature,Build_platform_target_temperature,Hot_end_temperature,Hot_end_target_temperature,Fan_speed,Head_acceleration,Feeder_acceleration,Feeder_jerk,Feeder_max_speed,Z_offset,X_coordinate,Y_coordinate,Z_coordinate,Hot_end1_material_extruded,Hot_end1_max_temperature_exposed,Hot_end1_time_spent_hot,Status,Progress,Object,Date,timetime,timeperf_counter,Part
60.072632930060244,60.0,200.9,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,115.241,74.209,0.19999999999999996,29160,237,125520,printing,0.002585786644113737,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:34,0.9156689643859863,0.9157519999999977,2
60.042460822791625,60.0,200.5,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,116.202,74.226,0.19999999999999996,29160,237,125520,printing,0.0028328726269528618,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:36,1.2516419887542725,1.2597795999999448,2
60.03560193837251,60.0,200.4,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,135.102,83.743,0.19999999999999996,29160,237,125520,printing,0.003060303320136173,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:38,0.9780819416046143,0.9842813000000206,2
60.06413154473478,60.0,200.2,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,81.669,140.791,0.19999999999999996,29160,237,125520,printing,0.003284476931357748,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:40,1.0514144897460938,1.0513791999999853,2
59.83074986847658,60.0,200.4,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,77.93,140.53,0.19999999999999996,29160,237,125520,printing,0.0035201312081449805,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:43,1.086921215057373,1.093825900000013,2
59.77779497960036,60.0,200.5,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,64.484,133.921,0.19999999999999996,29160,237,125520,printing,0.0037210544755764824,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:44,0.830986738204956,0.8417769000000135,2
60.07500133261013,60.0,200.9,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,55.197,115.94,0.19999999999999996,29160,237,125520,printing,0.003937891966449937,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:46,0.9423041343688965,0.9571157999999969,2
60.03028063074573,60.0,201.0,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,77.456,74.098,0.19999999999999996,29160,237,125520,printing,0.004158616480751811,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:48,1.0266802310943604,1.0330548999999678,2
60.02935760639188,60.0,201.4,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,131.195,79.558,0.19999999999999996,29160,237,125520,printing,0.004397120872058837,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:51,1.1321802139282227,1.1425022999999896,2
59.94868753087155,60.0,201.5,200.0,0.0,1000.0,3000.0,5.0,45.0,1.4726361721589676,140.74,93.443,0.19999999999999996,29160,237,125520,printing,0.00461644752233364,UM3E_Leirmo_Exp1_Main_Artifact,2021-05-10 12:28:52,0.9743013381958008,0.9803842000000031,2
