Uuid,Status,Additional data,Characteristic,Path,K1 Measured value,K2 Comment,K3 Order,K4 Time/Date,K5 Event,K8 Operator,K9 Text,K12 CMM Type,K14 Part ident,K53 Order number,K96 Approval,K10020 Run,K10030 Software,K10031 Software revision,K10096 Measurement number,K2001 Characteristic number,K2006 Control item,K2008 Group type,K2022 Decimal places,K2073 Dimension of calibration master,K2080 Characteristic status,K2097 Address text,K2098 Address,K2100 Target value,K2101 Nominal value,K2110 Lower limit,K2111 Upper limit,K2112 Lower allowance,K2113 Upper allowance,K2120 Lower limit type,K2121 Upper limit type,K2142 Unit,K2201 Process variation,K2342 Module,K2404 Gage resolution,K2504 Change status,K2520 Reference system,K2540 Direction X,K2541 Direction Y,K2542 Direction Z,K2543 Position X,K2544 Position Y,K2545 Position Z,K8014 Lower warning limit,K8015 Upper warning limit,K12009 Characteristic Specification,K12010 Characteristic type
"4a3a743f-ebca-480c-b9ed-442836cb5c80|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.217085103700033",,"6",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"4a3a743f-ebca-480c-b9ed-442836cb5c80|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.9308546459624",,"5",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"4a3a743f-ebca-480c-b9ed-442836cb5c80|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.12966204156866",,"4",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"4a3a743f-ebca-480c-b9ed-442836cb5c80|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8485771403661",,"3",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"4a3a743f-ebca-480c-b9ed-442836cb5c80|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9062372422344",,"2",5/20/2021 12:53:06 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","2","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"7db19678-b780-4fcc-a249-139c21c3fa51|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.233243637836641",,"1",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"7db19678-b780-4fcc-a249-139c21c3fa51|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.158158983059569",,"9",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"7db19678-b780-4fcc-a249-139c21c3fa51|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.186368463082942",,"8",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"7db19678-b780-4fcc-a249-139c21c3fa51|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.142090239202977",,"7",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"7db19678-b780-4fcc-a249-139c21c3fa51|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.217097972405341",,"6",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"7db19678-b780-4fcc-a249-139c21c3fa51|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.92924052191161",,"5",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"7db19678-b780-4fcc-a249-139c21c3fa51|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.12911467188664",,"4",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"7db19678-b780-4fcc-a249-139c21c3fa51|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8487570222107",,"3",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"7db19678-b780-4fcc-a249-139c21c3fa51|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","1","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.9074203303074",,"2",5/20/2021 12:48:12 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_2",,"All Characteristics","CALYPSO","6.6.1601","1","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.265844245293788",,"1",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.149111666924982",,"9",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.176253683321143",,"8",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.293138837111754",,"7",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.231371511915571",,"6",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.93351313186004",,"5",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.14212898032846",,"4",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8067048480772",,"3",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"8fbeb34c-e884-4c3c-a7d2-920dfac68b98|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8832636486711",,"2",5/20/2021 12:43:04 PM,,"Master",,"146660 - DURAMAX - DuraMax","3","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","3","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.261732519519773",,"1",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.149127590367263",,"9",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.176404319231978",,"8",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.291924051749292",,"7",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.232020682157268",,"6",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.93406884147423",,"5",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.14242524744998",,"4",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|f172f06d-5ccc-472e-b19c-a124cff50501","3","True","Diameter_Cyl_16mm_Neg","/Cylinder_Diameters/Diameter_Cyl_16mm_Neg","15.8067503050033",,"3",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","5","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_16mm_Neg","16","16","15.9","16.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0013010026363238","0.0074524815986299","0.99997138354563","11.4384779939682","-13.8276450680771","4","15.9","16.1","CharacteristicsDiameter",
"3ef6ed61-8fd9-4ed4-b538-5490d168b56e|85d39ba1-0cd2-4247-bab1-fd93a4e157fa","3","True","Diameter_Cyl_24mm_Neg","/Cylinder_Diameters/Diameter_Cyl_24mm_Neg","23.8828568531601",,"2",5/20/2021 12:37:19 PM,,"Master",,"146660 - DURAMAX - DuraMax","2","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","2","4","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_24mm_Neg","24","24","23.9","24.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"-0.0011241925237979","-0.000571855701279","0.999999204585797","11.4201420905685","-13.7567879680467","12","23.9","24.1","CharacteristicsDiameter",
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|8cbb4e28-4236-4429-be6a-166b23a8e861","3","True","Flatness_Base_Plate","/Flatness_Base_Plate","0.260683705398909",,"1",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","2","Yes",,"3",,"1",,"calypso:Test+2?elementu=Flatness_Base_Plate","0","0","0","0.2","0","0.2","natural limit","Limit value","mm",,,,,,"4.75828296813E-05","7.49889657107E-05","0.999999996056265","9.56648987570811","-0.521623697512275","0.0039501236226762",,"0.2","FormAndPositionFlatness","Flatness.Flt"
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|ee2ae720-89ef-4fb8-aebd-776c8fea83d5","3","True","Roundness_Cyl_4mm_Pos","/CC1/Roundness_Cyl_4mm_Pos","0.147092778990045",,"9",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","12","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_4mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0066637922093418","0.0258909898173943","0.999642561378649","11.4712891082253","-13.854636151642","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|d3759220-1735-42b4-adae-540d7a035984","3","True","Roundness_Cyl_8mm_Pos","/CC1/Roundness_Cyl_8mm_Pos","0.179675250122036",,"8",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","11","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_8mm_Pos","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0123123531362024","0.012113930291373","0.999850818198968","11.4571851850102","-13.8671352385823","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|eafeb252-e87a-4702-9c79-a014bbeee2e8","3","True","Roundness_Cyl_16mm_Neg","/CC1/Roundness_Cyl_16mm_Neg","0.28971520275212",,"7",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","10","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_16mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"-0.0035085340018038","0.0046271778426297","0.999983139565048","11.4272143355067","-13.7973392900171","4",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|67652f67-fcbb-4b10-966d-700318794de4","3","True","Roundness_Cyl_24mm_Neg","/CC1/Roundness_Cyl_24mm_Neg","0.22463214832884",,"6",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","9","Yes",,"3",,,,"calypso:Test+2?elementu=Roundness_Cyl_24mm_Neg","0","0","0","0.1","0","0.1","natural limit","Limit value","mm",,,,,,"0.0110681229381304","0.0015971278942749","0.999937470963618","11.391017220951","-13.6988130819311","12",,"0.1","FormAndPositionRoundness","Roundness.Cir"
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|1ab281fb-140b-4ba9-b0cd-c8aa23fa227c","3","True","Diameter_Cyl_4mm_Pos","/Cylinder_Diameters/Diameter_Cyl_4mm_Pos","3.9344697123349",,"5",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","7","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_4mm_Pos","4","4","3.95","4.05","-0.05","0.05","Limit value","Limit value","mm",,,,,,"-0.0045158837620275","0.0111085314326813","0.999928101076901","11.4399098584421","-13.8340864736586","12","3.95","4.05","CharacteristicsDiameter",
"ff681a53-2187-4225-b1bf-3cf09b1a14ee|6c232fda-5bde-4539-89cc-f1e098d2eca1","3","True","Diameter_Cyl_8mm_Pos","/Cylinder_Diameters/Diameter_Cyl_8mm_Pos","8.14058956049761",,"4",5/20/2021 12:31:56 PM,,"Master",,"146660 - DURAMAX - DuraMax","1","Markforged_1",,"All Characteristics","CALYPSO","6.6.1601","1","6","Yes",,"3",,,,"calypso:Test+2?elementu=Diameter_Cyl_8mm_Pos","8","8","7.9","8.1","-0.1","0.1","Limit value","Limit value","mm",,,,,,"0.0123020161386342","0.0067614642961024","0.999901466645338","11.4684428535963","-13.8627840442031","4","7.9","8.1","CharacteristicsDiameter",
