Hot_end_temperature,Machine_state,Date,Current_layer,Total_Layers,Printed_Object,User,Time_left,Plastic_material,timetime,timeperf_counter,Part
275,Printing,2021-05-10 11:03:11,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13837265968322754,0.13813589999972464,3
275,Printing,2021-05-10 11:03:12,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13808822631835938,0.1382422000006045,3
275,Printing,2021-05-10 11:03:14,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13153076171875,0.13164419999975507,3
275,Printing,2021-05-10 11:03:15,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13890814781188965,0.1386581999995542,3
274,Printing,2021-05-10 11:03:16,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.12125897407531738,0.12143789999936416,3
274,Printing,2021-05-10 11:03:17,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13811922073364258,0.13781990000006772,3
274,Printing,2021-05-10 11:03:18,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.1525111198425293,0.1526042999994388,3
274,Printing,2021-05-10 11:03:19,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.1559886932373047,0.1556072999992466,3
273,Printing,2021-05-10 11:03:21,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13921189308166504,0.1395511999999144,3
273,Printing,2021-05-10 11:03:22,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.19718384742736816,0.19758700000056706,3
273,Printing,2021-05-10 11:03:23,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.14731311798095703,0.14697800000067218,3
273,Printing,2021-05-10 11:03:24,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.19747185707092285,0.19787859999996726,3
274,Printing,2021-05-10 11:03:25,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.1447439193725586,0.1451704000000973,3
274,Printing,2021-05-10 11:03:27,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.14162421226501465,0.14228630000070552,3
274,Printing,2021-05-10 11:03:28,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13942670822143555,0.13935319999927742,3
274,Printing,2021-05-10 11:03:29,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13010239601135254,0.13065050000022893,3
274,Printing,2021-05-10 11:03:30,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.12691450119018555,0.12691300000005867,3
274,Printing,2021-05-10 11:03:31,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.13510847091674805,0.1353441000001112,3
274,Printing,2021-05-10 11:03:32,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.14389920234680176,0.144197599999643,3
274,Printing,2021-05-10 11:03:34,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.12998127937316895,0.12985509999998612,3
274,Printing,2021-05-10 11:03:35,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.1292276382446289,0.12913180000032298,3
274,Printing,2021-05-10 11:03:36,39,105,Leirmo_Exp1_Main_Artifact,Klaudijus Natys,111.0,Onyx,0.12840747833251953,0.1290633999997226,3
